rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/time_elapsed,time/fps,time/total_timesteps,train/clip_fraction,train/policy_gradient_loss,train/clip_range,train/explained_variance,train/entropy_loss,train/loss,train/learning_rate,train/n_updates,train/approx_kl,train/value_loss
234,6008.89,1023.7906202899999,82410,2396160,29,-0.00215158201783197,2330,0.006973564624786377,42.984001034796236,0.007341991,0.072177734375,80.44596862792969,-0.5295775872468949,0.2,0.00023009999999999998
235,6009.31,1023.73187233,82543,2406400,29,-0.0018000623409170657,2340,-0.004464387893676758,43.87826971977949,0.0060071857,0.06224609375,75.052490234375,-0.5532758107036352,0.2,0.00022979999999999997
236,6010.73,1023.7820742700001,83494,2416640,28,-0.003257212287571747,2350,0.0018262267112731934,22.36646127164364,0.007072204,0.0722265625,0.6456654071807861,-0.5434831180423498,0.2,0.0002295
237,6014.02,1023.5322548700001,83648,2426880,29,-0.0019125673809321597,2360,0.001053154468536377,44.43714701503515,0.003968919,0.050927734375,10.592068672180176,-0.5312432500720025,0.2,0.0002292
238,6014.78,1023.50172263,83781,2437120,29,-0.0010548560137976892,2370,0.0006662607192993164,43.64741693377495,0.005461813,0.054951171875,6.890593528747559,-0.5331358979642391,0.2,0.00022889999999999998
239,6010.97,1023.82215649,83926,2447360,29,-0.0023878390016034245,2380,0.008546113967895508,22.31328510001302,0.006901242,0.08212890625,0.45149749517440796,-0.5397985066473484,0.2,0.00022859999999999997
240,6006.0,1024.10311878,84076,2457600,29,-0.0027411200653295964,2390,0.002514660358428955,44.37483674257994,0.0067867734,0.053251953125,6.954990386962891,-0.5025023706257343,0.2,0.0002283
241,6007.48,1024.17414813,85044,2467840,29,-0.001621743172290735,2400,0.009765088558197021,43.49064629673958,0.005730088,0.0611328125,42.870269775390625,-0.5222178483754396,0.2,0.00022799999999999999
242,6006.43,1024.2361614,85173,2478080,29,-0.002469824430590961,2410,0.012100458145141602,44.180428517460825,0.008174007,0.075068359375,7.972045421600342,-0.5403454928845167,0.2,0.00022769999999999998
243,6004.68,1024.1784275300001,85324,2488320,29,-0.0031229761434951797,2420,-0.0015473365783691406,22.44790543362498,0.007518418,0.071484375,8.372834205627441,-0.5440387815982103,0.2,0.00022739999999999997
244,6006.24,1024.17001361,85479,2498560,29,-0.002674454232910648,2430,0.011738479137420654,43.9477970251441,0.006785677,0.081201171875,1.0977894067764282,-0.5492577335983515,0.2,0.0002271
245,6006.65,1024.1122689100002,85610,2508800,29,-0.003086947316187434,2440,0.013321161270141602,42.9282016736269,0.006392961,0.075771484375,5.561244010925293,-0.5397663257271051,0.2,0.00022679999999999998
246,6005.51,1024.35695889,86562,2519040,29,-0.0017213034140877426,2450,-0.019734740257263184,22.176111300885676,0.0058374517,0.069208984375,6.386809825897217,-0.5771695074439048,0.2,0.00022649999999999998
247,6004.62,1024.32882907,86716,2529280,29,-0.0022015654171991627,2460,0.002002894878387451,44.038954360187056,0.00866681,0.0648046875,2.842625617980957,-0.5865102744102478,0.2,0.00022619999999999997
248,6004.89,1024.4481061200001,86872,2539520,29,-0.003170438735978678,2470,-6.556510925292969e-05,43.183626909703015,0.0062850816,0.077568359375,13.529143333435059,-0.5813410194218158,0.2,0.0002259
249,6002.75,1024.6305447900002,87001,2549760,29,-0.0024525901657762006,2480,-0.0002887248992919922,44.22488326817751,0.0070831077,0.07765625,37.115806579589844,-0.5951465441286564,0.2,0.00022559999999999998
250,6000.59,1024.47042246,87152,2560000,29,-0.0022992219626030417,2490,0.0021359920501708984,22.29824045449495,0.007698153,0.086962890625,19.92958641052246,-0.6006530025601386,0.2,0.00022529999999999997
251,6000.65,1024.49504721,88106,2570240,29,-0.003479718563903589,2500,0.004958212375640869,43.03562632203102,0.006976725,0.09859375,41.67110061645508,-0.5750659722834826,0.2,0.000225
252,6002.12,1024.46225407,88237,2580480,29,-0.0026542395236901937,2510,0.004810452461242676,42.88543692946434,0.007582119,0.072373046875,4.477722644805908,-0.5753278824687004,0.2,0.0002247
253,6005.05,1024.4050572400001,88382,2590720,29,-0.002706758329295553,2520,0.007951557636260986,22.966860545575617,0.008239183,0.09796875,1.5689332485198975,-0.6092284989356994,0.2,0.00022439999999999998
254,6004.66,1024.1678994400002,88533,2600960,29,-0.003369221415487118,2530,0.0010530352592468262,43.75594244137406,0.0061201127,0.07884765625,1.1744753122329712,-0.5732092322409152,0.2,0.00022409999999999997
255,6006.57,1024.2806897100002,88667,2611200,29,-0.003389562423108146,2540,0.0005062222480773926,43.50129507511854,0.007134239,0.106416015625,7.242423057556152,-0.5871067191660404,0.2,0.0002238
256,6003.64,1024.4333868900003,89610,2621440,29,-0.002193444304866716,2550,-0.0007137060165405273,22.187334998100997,0.00696799,0.09111328125,0.7226892113685608,-0.5797139355540275,0.2,0.00022349999999999998
257,6000.57,1024.454535,89762,2631680,29,-0.0029008146515116097,2560,0.002616584300994873,44.07323744103312,0.004849293,0.046845703125,83.16474914550781,-0.5777198904752732,0.2,0.00022319999999999998
258,5999.66,1024.6090984999998,89918,2641920,29,-0.0029489936211029998,2570,0.00042432546615600586,44.401091226041316,0.0062266206,0.061259765625,38.999229431152344,-0.5578296767920256,0.2,0.00022289999999999997
259,6001.93,1024.40834165,90048,2652160,29,-0.0026703711081063376,2580,0.0024580955505371094,44.23178656101227,0.0057117455,0.077587890625,2.2119345664978027,-0.5731049627065659,0.2,0.0002226
260,6004.05,1024.4800371000001,90197,2662400,29,-0.002082276837900281,2590,0.005426168441772461,22.367282532453537,0.0068905316,0.08087890625,15.385981559753418,-0.5512971320748329,0.2,0.00022229999999999998
261,6003.82,1024.58211639,91157,2672640,29,-0.0019316837130463683,2600,0.006706655025482178,43.603185881972315,0.007507596,0.090546875,75.65333557128906,-0.5746442858874797,0.2,0.00022199999999999998
262,6003.5,1024.67122323,91291,2682880,29,-0.002810202785767615,2610,0.003059983253479004,43.63957059785724,0.0065063015,0.0623828125,39.91120529174805,-0.5808801987767219,0.2,0.00022169999999999997
263,6003.29,1024.89838917,91438,2693120,29,-0.002729702432261547,2620,0.006293535232543945,22.279808436632155,0.008716932,0.093544921875,3.0386013984680176,-0.5641911724954843,0.2,0.0002214
264,5998.1,1025.2259592799999,91589,2703360,29,-0.003978996340301819,2630,0.011505067348480225,43.57759384006262,0.008484756,0.086728515625,7.64208984375,-0.6033143731951713,0.2,0.00022109999999999998
265,6001.0,1025.28665183,91743,2713600,29,-0.002176780755253276,2640,0.009973883628845215,43.442711572945115,0.007035277,0.07939453125,20.196523666381836,-0.5642071162909269,0.2,0.00022079999999999997
266,6001.96,1025.3378269300001,92667,2723840,29,-0.0021600099327042698,2650,0.00851505994796753,44.143582288324836,0.0062938407,0.071806640625,0.6564146876335144,-0.563909660577774,0.2,0.00022049999999999997
267,6002.24,1025.386715,92815,2734080,29,-0.0031393463432323188,2660,0.006329357624053955,22.38236736789346,0.0077746594,0.086337890625,6.649470806121826,-0.5700623635947705,0.2,0.00022019999999999999
268,6000.5,1025.69091119,92970,2744320,29,-0.003794831841951236,2670,0.008470773696899414,44.2521639841795,0.0068534166,0.08966796875,19.63810157775879,-0.5782297902554273,0.2,0.00021989999999999998
269,5994.6,1025.97040619,93106,2754560,29,-0.0023097347366274334,2680,-0.0025938749313354492,44.59694023951888,0.008525053,0.081728515625,12.368045806884766,-0.5819222599267959,0.2,0.00021959999999999997
270,5994.0,1025.88132776,93253,2764800,29,-0.0016818826616508886,2690,0.004536032676696777,23.018378916978836,0.0056831287,0.05990234375,1.4289755821228027,-0.5608866238594055,0.2,0.00021929999999999996
271,5998.07,1025.9000668899998,94206,2775040,29,-0.002442191737354733,2700,0.0018374323844909668,44.59976742208004,0.010171734,0.085888671875,2.873847484588623,-0.5299924803525209,0.2,0.00021899999999999998
272,5997.95,1025.9983181199998,94359,2785280,29,-0.0036895624556927942,2710,0.007320225238800049,44.51658122867346,0.008343325,0.0659765625,46.43476104736328,-0.5836938289552926,0.2,0.00021869999999999998
273,5995.14,1026.1330127699998,94487,2795520,29,-0.00360867428855272,2720,0.001794576644897461,44.22019078880548,0.0077783065,0.0863671875,19.087154388427734,-0.598755464553833,0.2,0.00021839999999999997
274,5990.11,1026.33297821,94636,2805760,29,-0.002465000591473654,2730,-0.0019048452377319336,22.99369250372052,0.0065994663,0.063916015625,0.5300878286361694,-0.6277985261380672,0.2,0.00021809999999999996
275,5989.14,1026.4366757300002,94793,2816000,29,-0.002877592124568764,2740,-0.000324249267578125,44.24017031550407,0.007604587,0.08375,26.2244930267334,-0.6157019081711769,0.2,0.00021779999999999998
276,5989.05,1026.41959312,95729,2826240,29,-0.0021601967330207115,2750,0.005679070949554443,44.7860478129983,0.0062697707,0.066337890625,17.321399688720703,-0.5814460033178329,0.2,0.00021749999999999997
277,5990.32,1026.4727466299998,95877,2836480,29,-0.00200406854681205,2760,0.005692958831787109,22.33809368431568,0.005620555,0.062197265625,4.5399675369262695,-0.5386347585916519,0.2,0.00021719999999999997
278,5985.1,1026.82375276,96029,2846720,29,-0.0039033678370469717,2770,0.002427041530609131,44.0767785102129,0.013702719,0.098671875,3.7497732639312744,-0.5530326674133539,0.2,0.0002169
279,5985.0,1026.9407479,96185,2856960,29,-0.0019180295773549006,2780,0.01178199052810669,43.4939666813612,0.0070165256,0.076064453125,0.7397295236587524,-0.5591077598184347,0.2,0.00021659999999999998
280,5988.14,1026.88734366,96315,2867200,29,-0.0027335485350340606,2790,0.016888082027435303,43.187294189035896,0.007590033,0.06322265625,9.69130802154541,-0.5463633839040994,0.2,0.00021629999999999997
281,5986.13,1027.1634222399998,97267,2877440,29,-0.002511753721628338,2800,0.0021317005157470703,22.631135419160127,0.0090288995,0.08859375,50.530723571777344,-0.5320608059316874,0.2,0.00021599999999999996
282,5983.75,1027.54466864,97420,2887680,29,-0.0028918804848217404,2810,0.010422229766845703,44.1595261284709,0.0089099575,0.071806640625,21.47003936767578,-0.5175705756992102,0.2,0.00021569999999999998
283,5984.06,1027.5310248199999,97554,2897920,29,-0.0019623391248751432,2820,0.016085565090179443,43.28700178235769,0.0049003614,0.04578125,0.8435633778572083,-0.5251874814927578,0.2,0.00021539999999999998
284,5982.73,1027.64640793,97700,2908160,29,-0.0018341316116857343,2830,0.012586653232574463,22.82648091748357,0.0049337163,0.05919921875,13.180659294128418,-0.4848443270474672,0.2,0.0002151
285,5982.5,1027.60613242,97853,2918400,29,-0.001973394579545129,2840,0.010067284107208252,44.235086650550365,0.007455205,0.065048828125,0.6978120803833008,-0.49280657440423964,0.2,0.00021479999999999996
286,5983.46,1027.44220124,98797,2928640,29,-0.002446683993912302,2850,0.0023404359817504883,43.62942435473204,0.0073013445,0.0670703125,41.62469482421875,-0.4752905537188053,0.2,0.0002145
287,5983.29,1027.47222943,98926,2938880,29,-0.002760151108086575,2860,0.005892038345336914,44.836345745921136,0.0072648423,0.0829296875,17.675037384033203,-0.4753710854798555,0.2,0.00021419999999999998
288,5980.73,1027.7337675899998,99074,2949120,29,-0.002181904085809947,2870,0.009073495864868164,22.772937748879194,0.0070894,0.063984375,16.833036422729492,-0.46015922375023366,0.2,0.0002139
289,5984.51,1027.80203115,99227,2959360,29,-0.0024647669843398034,2880,0.00013381242752075195,44.97612105280161,0.008562865,0.08326171875,39.94435501098633,-0.47204169280827046,0.2,0.00021359999999999996
290,5981.09,1028.2285376999998,99379,2969600,29,-0.0014925347571261227,2890,0.004657566547393799,45.0725828525424,0.006437981,0.072265625,8.419759750366211,-0.4653569109737873,0.2,0.0002133
291,5980.38,1028.3824496799998,100305,2979840,29,-0.0019942902112961747,2900,0.004799365997314453,44.70107376813888,0.0058465963,0.06349609375,21.938087463378906,-0.48811766296625136,0.2,0.00021299999999999997
292,5978.16,1028.4612946099999,100456,2990080,29,-0.003457026094547473,2910,0.005095422267913818,22.878433174788952,0.009128369,0.0744921875,13.854713439941406,-0.4647345455735922,0.2,0.0002127
293,5977.37,1028.40750439,100608,3000320,29,-0.0016257841448532417,2920,0.006253182888031006,45.4502185305953,0.0053448454,0.060068359375,86.7997055053711,-0.4911052302271128,0.2,0.00021239999999999996
294,5979.37,1028.2597329,100741,3010560,29,-0.003102390542626381,2930,-0.0037227869033813477,44.56758467078209,0.008815563,0.077490234375,42.92508316040039,-0.5191674324870109,0.2,0.0002121
295,5977.48,1028.49250722,100888,3020800,29,-0.0019974134385120123,2940,0.012525022029876709,22.871765990257263,0.005647329,0.0689453125,22.490835189819336,-0.48754345007240774,0.2,0.00021179999999999997
296,5975.84,1028.49066178,101842,3031040,29,-0.003840994277852587,2950,0.007898449897766113,45.01433968633413,0.007602346,0.0847265625,18.4468994140625,-0.49182957619428636,0.2,0.0002115
297,5979.27,1028.34572273,101977,3041280,29,-0.0022297481101122684,2960,0.005299389362335205,44.981558180451394,0.006712538,0.06431640625,0.6044740080833435,-0.5000501023232937,0.2,0.00021119999999999996
298,5982.16,1028.0876541200003,102122,3051520,29,-0.002375572507153265,2970,0.012548625469207764,22.489547927379608,0.0047362065,0.0709765625,39.029396057128906,-0.4718469271063805,0.2,0.0002109
299,5984.86,1027.9892172500001,102275,3061760,29,-0.0027728105180722194,2980,0.006653487682342529,45.021054303348066,0.0053556906,0.07625,15.507433891296387,-0.48211509197950364,0.2,0.00021059999999999997
300,5986.47,1028.02837255,102428,3072000,29,-0.0021519109452492555,2990,0.010397553443908691,44.33279595732689,0.007685221,0.074765625,7.900580883026123,-0.5041056346148253,0.2,0.0002103
301,5988.23,1028.1419109200003,103352,3082240,29,-0.003666076909867115,3000,0.0032657384872436523,44.285759731531144,0.007902637,0.086025390625,4.3037004470825195,-0.48551002480089667,0.2,0.00020999999999999998
302,5987.75,1028.2369808600001,103504,3092480,29,-0.0026151110604405404,3010,0.007740139961242676,23.056190142184494,0.0068068923,0.07970703125,26.422138214111328,-0.5100648137181998,0.2,0.0002097
303,5986.83,1028.15919831,103658,3102720,29,-0.0036293834072421306,3020,-8.881092071533203e-05,44.82617059141398,0.0077186897,0.05958984375,18.08568000793457,-0.525110451951623,0.2,0.00020939999999999997
304,5989.47,1028.0697933200001,103785,3112960,29,-0.00214116225761245,3030,0.007890462875366211,45.15719042539597,0.007326296,0.08291015625,13.91648006439209,-0.5065087788552046,0.2,0.00020910000000000001
305,5990.22,1028.08507605,103937,3123200,30,-0.0037274277678807266,3040,0.003698408603668213,22.729903297275303,0.005031293,0.06611328125,26.735448837280273,-0.5076264915615321,0.2,0.00020879999999999998
306,5989.14,1028.32802451,104881,3133440,29,-0.002522298441908788,3050,0.0026833415031433105,44.441082372665406,0.0070551196,0.07279296875,35.33795166015625,-0.49940232969820497,0.2,0.0002085
307,5990.38,1028.21371419,105013,3143680,29,-0.0018878996523562818,3060,0.014578640460968018,44.877323354184625,0.0052432087,0.05255859375,35.91594314575195,-0.4952309735119343,0.2,0.00020819999999999996
308,5994.41,1028.26010607,105163,3153920,29,-0.00346690811420558,3070,0.011470377445220947,23.026503600925206,0.006523999,0.07462890625,0.6953592896461487,-0.48667018055915834,0.2,0.0002079
309,5993.35,1028.24828618,105315,3164160,30,-0.002683934745437,3080,0.008560776710510254,44.86590153932571,0.00744221,0.078525390625,15.5853910446167,-0.509122081771493,0.2,0.00020759999999999998
310,5989.88,1028.30387827,105470,3174400,30,-0.0021284677548101174,3090,0.010247230529785156,45.373888211548326,0.007889573,0.074130859375,69.34229278564453,-0.5093451931327582,0.2,0.0002073
311,5990.34,1028.29413824,106402,3184640,29,-0.00205202179698972,3100,0.011079490184783936,44.50798815429211,0.006078463,0.0570703125,0.7066251039505005,-0.4963691971451044,0.2,0.00020699999999999996
312,5991.93,1028.36432467,106554,3194880,29,-0.0034103742183651774,3110,0.0103074312210083,23.21948662430048,0.008354637,0.088330078125,7.327245712280273,-0.5208623886108399,0.2,0.0002067
313,5990.04,1028.55032921,106707,3205120,30,-0.003404301927948836,3120,0.006610274314880371,44.58852641314268,0.0078965,0.086259765625,12.428441047668457,-0.5171610943973064,0.2,0.00020639999999999998
314,5989.86,1028.607842,106839,3215360,30,-0.0030492654524277895,3130,0.005531430244445801,44.403576459288594,0.009180623,0.1014453125,0.6001850962638855,-0.5119184079766274,0.2,0.0002061
315,5990.23,1028.4246572,106989,3225600,30,-0.0021104400971671566,3140,0.0031967759132385254,23.09307159021497,0.0049945875,0.057548828125,0.758578896522522,-0.5047186771780252,0.2,0.00020579999999999996
316,5991.24,1028.33140278,107940,3235840,29,-0.0035149120088317433,3150,0.009415149688720703,44.79833284944296,0.008199861,0.067197265625,11.61656665802002,-0.5146846402436495,0.2,0.0002055
317,5990.64,1028.3755500800003,108075,3246080,30,-0.0026446255567134356,3160,0.01017850637435913,45.938067826926705,0.010306666,0.069697265625,18.671648025512695,-0.5277597752958536,0.2,0.00020519999999999997
318,5989.32,1028.3922931900001,108223,3256320,30,-0.0037415240437258033,3170,0.008517801761627197,22.282941027730704,0.008302182,0.08234375,0.4419042468070984,-0.5129026710242033,0.2,0.0002049
319,5990.99,1028.32965708,108375,3266560,30,-0.003285964145034086,3180,0.004720926284790039,44.526341802179815,0.008408388,0.08546875,1.2655463218688965,-0.5542813683301211,0.2,0.00020459999999999996
320,5987.34,1028.41859982,108528,3276800,30,-0.002446652409853414,3190,0.01522916555404663,45.362421261966226,0.006186988,0.04841796875,37.62386703491211,-0.5720542414486408,0.2,0.0002043
321,5985.49,1028.57360537,109463,3287040,30,-0.004344157384475693,3200,0.01718693971633911,45.0822141084075,0.007450634,0.08380859375,46.26584243774414,-0.5799707746505738,0.2,0.00020399999999999997
322,5987.98,1028.21517066,109609,3297280,30,-0.0029034084669547155,3210,0.01695859432220459,22.332269065380096,0.0071952804,0.070703125,0.4161524474620819,-0.5726125529408455,0.2,0.0002037
323,5991.48,1028.24093739,109762,3307520,30,-0.0023953700956190005,3220,0.008245468139648438,45.05289705067873,0.0058708377,0.055693359375,21.466630935668945,-0.5494547843933105,0.2,0.00020339999999999996
324,5990.85,1028.2913426799998,109897,3317760,30,-0.0032638773461803796,3230,0.00938504934310913,44.03269084781408,0.007533113,0.09060546875,0.5813763737678528,-0.6182591959834098,0.2,0.0002031
325,5989.1,1028.04568483,110045,3328000,30,-0.0025941472096019423,3240,0.01810169219970703,23.1335024279356,0.006837337,0.076728515625,6.06605863571167,-0.5670765304565429,0.2,0.00020279999999999997
326,5988.25,1028.1670435400001,110999,3338240,30,-0.003290171269327402,3250,0.006897270679473877,45.482844967842105,0.005995569,0.0794921875,48.56478500366211,-0.5867447198927402,0.2,0.0002025
327,5989.09,1028.1061875,111153,3348480,30,-0.0028044362436048685,3260,0.006703019142150879,44.933660350739956,0.006829289,0.058935546875,1.2408934831619263,-0.6077580921351909,0.2,0.00020219999999999995
328,5990.91,1028.0898196299997,111282,3358720,30,-0.0030435486034548374,3270,0.0015114545822143555,44.03411488890648,0.0077497913,0.065478515625,41.59050750732422,-0.6006355328857899,0.2,0.0002019
329,5986.8,1028.3385819199998,111431,3368960,30,-0.0030593995045637714,3280,0.0026114583015441895,23.222461240887643,0.005498693,0.07921875,0.6993325352668762,-0.5919639694690705,0.2,0.00020159999999999997
330,5986.98,1028.40119305,111588,3379200,30,-0.0025733994090842314,3290,0.00429922342300415,45.15892434030771,0.012665434,0.086884765625,77.2435073852539,-0.6082900002598762,0.2,0.0002013
331,5984.56,1028.4479971600003,112512,3389440,30,-0.0032387772973743265,3300,-0.005183100700378418,45.03495735287666,0.006613252,0.07068359375,0.8179008364677429,-0.6508483891189099,0.2,0.00020099999999999995
332,5987.37,1028.28407347,112657,3399680,30,-0.0036230385501403364,3310,-0.0011993646621704102,23.17558131366968,0.007170584,0.06361328125,0.8005741238594055,-0.6184757675230503,0.2,0.0002007
333,5991.38,1028.00280902,112808,3409920,30,-0.003596534037205856,3320,0.0019189715385437012,44.704893800020216,0.0081879,0.077060546875,10.259209632873535,-0.6352627052366734,0.2,0.00020039999999999997
334,5991.18,1028.14530185,112964,3420160,30,-0.0029989816033048557,3330,0.009315788745880127,44.462304108440875,0.00558304,0.056728515625,15.785820007324219,-0.6025699524581433,0.2,0.00020009999999999998
335,5991.49,1028.1886947899998,113092,3430400,30,-0.002471094011561945,3340,0.0073340535163879395,45.46048572272062,0.0050518834,0.062431640625,22.08831214904785,-0.630792174488306,0.2,0.00019979999999999995
336,5991.54,1028.0947824700002,114038,3440640,30,-0.002211705243680626,3350,0.01217031478881836,22.82349132090807,0.0061605633,0.077509765625,3.770673990249634,-0.648805381655693,0.2,0.0001995
337,5994.79,1027.9829851800002,114189,3450880,30,-0.004003492002375424,3360,0.006597280502319336,44.13565116360783,0.008583327,0.0773828125,4.472218990325928,-0.6356946340203286,0.2,0.00019919999999999996
338,5992.31,1028.0778322400001,114319,3461120,30,-0.003272448946372606,3370,0.0009540915489196777,44.685280487835406,0.009502711,0.07669921875,18.641319274902344,-0.644272575378418,0.2,0.00019889999999999998
339,5990.31,1027.99418067,114466,3471360,30,-0.002719017933268333,3380,-0.002517223358154297,23.057288884818554,0.0069868327,0.07029296875,6.65037727355957,-0.659097785949707,0.2,0.00019859999999999995
340,5991.35,1027.93742783,114620,3481600,30,-0.002811577673564898,3390,0.004954397678375244,45.03989384710789,0.006336791,0.0408203125,8.923712730407715,-0.6385626117885113,0.2,0.0001983
341,5994.22,1027.7049256100001,115569,3491840,30,-0.004203439135744702,3400,0.00678020715713501,44.671000580787656,0.0077551575,0.06751953125,4.5957255363464355,-0.6388921943306923,0.2,0.00019799999999999996
342,5995.94,1027.71060663,115694,3502080,30,-0.0040124838377232665,3410,0.024458885192871094,46.10879020303488,0.0067548566,0.070263671875,10.665793418884277,-0.6163213896751404,0.2,0.00019769999999999998
343,5998.57,1027.55393767,115845,3512320,30,-0.0035048386693233625,3420,0.060629069805145264,22.936386193037034,0.0063703107,0.06888671875,2.3721301555633545,-0.611335358172655,0.2,0.00019739999999999995
344,6000.77,1027.53114714,116001,3522560,30,-0.0039818442988325846,3430,0.0075508952140808105,45.54476848423481,0.0068033547,0.066259765625,29.212331771850586,-0.6441708754003048,0.2,0.0001971
345,6001.99,1027.62195777,116128,3532800,30,-0.0035559418657794594,3440,0.0025135278701782227,44.88332079142332,0.008629117,0.078818359375,10.50402545928955,-0.6345169997215271,0.2,0.00019679999999999999
346,6005.11,1027.4357052599998,117062,3543040,30,-0.002197135680471547,3450,0.002579033374786377,23.175287406891584,0.008082792,0.072958984375,44.527252197265625,-0.6202951110899448,0.2,0.00019649999999999998
347,6001.59,1027.50233295,117212,3553280,30,-0.002146658000710886,3460,0.004630982875823975,45.32792105555534,0.005756988,0.073818359375,18.673229217529297,-0.638243044167757,0.2,0.0001962
348,6001.33,1027.34497828,117341,3563520,30,-0.0033737853553611787,3470,0.0024448037147521973,44.34805705279112,0.008343866,0.07810546875,70.06430053710938,-0.6537129509449006,0.2,0.0001959
349,6003.99,1027.10688494,117485,3573760,30,-0.0030927034278283826,3480,0.005124449729919434,22.90342847943306,0.0077180103,0.0826953125,2.066746473312378,-0.6379063510894776,0.2,0.00019559999999999998
350,6003.87,1027.15746716,117634,3584000,30,-0.003296193697315175,3490,0.008910000324249268,45.462713167369365,0.005518975,0.044033203125,0.7503014802932739,-0.6235338348150253,0.2,0.00019529999999999998
351,6006.5,1026.9991240300003,118571,3594240,30,-0.003685776122729294,3500,0.014988303184509277,44.813018687963485,0.011945767,0.086015625,19.637216567993164,-0.67340500831604,0.2,0.000195
352,6007.1,1026.9856513900004,118700,3604480,30,-0.0037898138508899136,3510,0.0026627182960510254,44.80836894840002,0.0067234538,0.055810546875,2.1674954891204834,-0.6647988499701023,0.2,0.0001947
353,6005.48,1027.08259793,118844,3614720,30,-0.0029997814149828627,3520,-0.0031069517135620117,22.58172866538167,0.007412342,0.080185546875,0.5437502861022949,-0.6477454240620136,0.2,0.00019439999999999998
354,6008.49,1027.0565420599999,118995,3624960,30,-0.002598453399841674,3530,0.004721879959106445,44.72912233054638,0.007868335,0.08052734375,51.63346481323242,-0.6617469047009945,0.2,0.0001941
355,6008.55,1027.1189380100002,119124,3635200,30,-0.0015970297341118566,3540,0.0049492716789245605,44.42270070254803,0.0056089135,0.037138671875,35.94362258911133,-0.6445015200972557,0.2,0.0001938
356,6000.46,1027.45720587,120061,3645440,30,-0.0025168925718753597,3550,0.013664841651916504,23.17423005029559,0.006574872,0.086025390625,14.613804817199707,-0.6930388841032982,0.2,0.0001935
357,6001.95,1027.31634983,120215,3655680,30,-0.0031444769454537893,3560,0.005515575408935547,45.22653112530708,0.008584617,0.068291015625,20.746633529663086,-0.676282343864441,0.2,0.00019319999999999998
358,5996.11,1027.6291082300002,120367,3665920,30,-0.003163246208569035,3570,0.0028557181358337402,45.70516433507204,0.0067235357,0.064794921875,3.768273115158081,-0.6860310271382332,0.2,0.0001929
359,5995.45,1027.64150599,120495,3676160,30,-0.0031812692288076504,3580,0.005472958087921143,44.624810929000375,0.0066671646,0.093271484375,66.39163208007812,-0.697046080827713,0.2,0.0001926
360,5998.02,1027.3918439300003,120642,3686400,30,-0.0027143782618804834,3590,-0.006944060325622559,23.414853324145078,0.0062601953,0.061416015625,16.679716110229492,-0.7074770510196686,0.2,0.00019229999999999999
361,5994.67,1027.79036584,121588,3696640,30,-0.00396303410991095,3600,0.0007829666137695312,44.4698605132103,0.008517062,0.079287109375,16.57056427001953,-0.6758983944356441,0.2,0.00019199999999999998
362,5993.97,1027.80275438,121719,3706880,30,-0.002620667276059976,3610,0.007304489612579346,45.33122762143612,0.0060263113,0.066171875,30.509801864624023,-0.677544929087162,0.2,0.0001917
363,5988.7,1027.9078739499998,121866,3717120,30,-0.0032284987572347747,3620,0.012662410736083984,22.77939810976386,0.005747763,0.052998046875,1.7109427452087402,-0.7040268255770207,0.2,0.0001914
364,5987.73,1027.78950995,122019,3727360,30,-0.005089925695792772,3630,-0.0009020566940307617,45.35553113371134,0.0074717044,0.062158203125,47.55717849731445,-0.6954591716825962,0.2,0.00019109999999999998
365,5990.47,1027.7336977599998,122173,3737600,30,-0.0031336812124936842,3640,-0.0003172159194946289,45.156761888265606,0.007270099,0.0829296875,6.940877914428711,-0.6839926689863205,0.2,0.00019079999999999998
366,5989.87,1027.66678039,123097,3747840,30,-0.005058018610143335,3650,0.004465878009796143,44.28340846389532,0.0072148023,0.068779296875,30.96597671508789,-0.6456068328022957,0.2,0.0001905
367,5989.9,1027.6008907799996,123247,3758080,30,-0.003960032432805747,3660,0.007723212242126465,23.189978282898664,0.008009136,0.0690625,4.667583465576172,-0.6323679666221141,0.2,0.0001902
368,5995.25,1027.56082452,123403,3768320,30,-0.002491298234672286,3670,0.007072091102600098,44.429507723748685,0.0077474257,0.0725390625,45.95606994628906,-0.6601578359305859,0.2,0.00018989999999999998
369,5995.83,1027.5128364099999,123532,3778560,30,-0.003315212086890824,3680,0.0022637248039245605,44.553359000086786,0.0068668276,0.059716796875,10.22670841217041,-0.6248491556942463,0.2,0.00018959999999999997
370,5997.32,1027.36994218,123682,3788800,30,-0.0036235361528815704,3690,0.005571544170379639,22.383099846839905,0.0065796496,0.090859375,1.404900074005127,-0.6754418848454953,0.2,0.0001893
371,5993.52,1027.4476892599998,124670,3799040,30,-0.004268369806231931,3700,-0.0005980730056762695,45.100556358098984,0.009461703,0.097119140625,7.938630104064941,-0.6618239901959896,0.2,0.00018899999999999999
372,5996.02,1027.25548201,124815,3809280,30,-0.003093290634569712,3710,0.003443598747253418,43.974422930777074,0.00564848,0.06548828125,2.2872002124786377,-0.6673721338808537,0.2,0.00018869999999999998
373,5998.66,1027.27291795,124980,3819520,30,-0.003125079945893958,3720,0.007862329483032227,23.04979711204767,0.0071170004,0.07884765625,29.06926155090332,-0.6051668213307857,0.2,0.00018839999999999997
