#{"t_start": 1776093006.9713504, "env_id": "None"}
r,l,t
1020.320009,6023,20643.228592101032.848864,5907,21505.817944
1020.520621,6246,21595.2201
1039.595405,5744,21678.171313
1004.794181,6104,21765.713162
1013.060839,5906,21850.564338
1013.647603,6017,21936.002219
1029.164288,6124,22022.70037
1031.363743,6015,22109.862282
1021.078015,6090,22197.203843
1026.088279,5904,22283.95674
1042.861838,5719,23157.227389
1029.727567,6008,23242.122858
1014.41977,6172,23329.93603
1021.950123,6033,23414.641148
1011.788056,5957,23499.868446
1023.384626,6161,23586.074066
1022.730787,5955,23668.866648
1018.101074,6034,23751.778396
1018.382998,6066,23837.342553
1034.544313,5962,23931.385844
1027.908842,6060,24807.16408
1027.580862,5823,24926.436926
1007.958653,6160,25011.633158
1029.930313,5921,25094.341927
1022.073189,5946,25177.580043
1034.135811,6081,25262.471908
1023.168145,5987,25341.968393
1025.313802,6068,25428.477969
1020.692611,5908,25507.453324
1027.248893,5733,33221.54968811015.169233,6085,34051.968117
1016.831454,6159,34136.371341
1029.146816,6050,34220.837502
1037.382001,5850,34302.256429
1025.639115,6041,34385.811293
1015.822675,6168,34471.461089
1034.572387,5925,34553.96361
1031.556471,5752,34635.876841
1006.317013,6016,34720.343119
1027.267619,6069,34805.387481021012.91877,5897,35649.00987
1028.776227,5848,35725.511021
1012.355553,6153,35809.895227
1010.187595,6222,35889.151504
1032.434656,5948,35965.536109
1022.92721,6114,36043.630586
1033.628983,5949,36119.492168
1028.854368,5880,36196.714936
1016.012215,6220,36278.073558
1022.161603,6180,36359.386094101031.770084,6161,37154.604421
1030.208221,5881,37232.823483
1024.790886,6029,37311.341287
1038.915341,5977,37391.793575
1024.285639,5911,37472.013936
1044.678559,5727,37548.075159
1040.122459,5944,37626.453083
1032.956993,5800,37703.084624
1029.728763,6007,37783.481783
1022.927083,6022,37863.604161021027.73351,5914,38686.05485
1023.243441,6123,38772.334174
1029.070977,5994,38859.380891
1018.078125,6184,38949.64591
1019.976155,6091,39037.870048
1025.859928,5972,39125.083836
1019.559219,6186,39212.121273
1021.898296,6110,39299.868521
1027.91451,5933,39385.381416
1039.781252,6023,39472.41094211026.659603,6027,40343.283359
1033.093489,5984,40429.851836
1033.847829,5817,40514.409235
1025.192902,6037,40602.772333
1030.171153,5862,40688.808533
1016.335282,6082,40775.699877
1017.209851,6012,40862.489035
1025.97005,6076,40950.208301
1022.798229,6153,41040.616637
1008.934462,6140,41128.722041021027.725222,6093,42016.499306
1020.480046,6061,42103.57974
1028.710597,6149,42191.797331
1023.837468,6030,42278.142747
1028.815123,6104,42366.522951
1021.240716,5984,42451.000716
1031.099324,5969,42537.046016
1020.449256,6212,42624.817356
1039.528193,5723,42708.094884
1014.209211,6066,42794.624851031031.649645,5901,43609.349383
1012.214921,5967,43687.030095
1028.49582,5943,43764.158632
1028.809754,6022,43842.217547
1016.54463,6161,43923.440597
1023.558879,6032,44001.059361
1037.26456,5859,44078.371538
1022.349431,6023,44156.901637
1035.051263,5865,44234.233956
1034.683579,5963,44311.871024.51037.686855,5762,45108.436857
1029.969463,5949,45185.324426
1033.176038,6013,45263.670236
1040.964736,5929,45340.335128
1024.759687,6183,45419.535302
1021.461165,6174,45504.111198
1025.772629,6036,45588.948695
1035.855181,5852,45665.736203
1037.082172,5902,45743.729693
1010.628627,5992,45824.1038.0821021.001161,6150,46661.618057
1020.903302,5995,46746.192409
1023.231161,5887,46830.335083
1018.396271,5924,46915.985476
1027.046793,6118,47001.271546
1032.618461,5884,47088.242764
1025.509346,5925,47174.4497
1021.953706,6101,47261.80023
1014.585966,6305,47350.834636
1018.639317,6017,47437.671016.31029.562764,5990,48328.096532
1027.123167,6134,48414.886452
1032.597703,6049,48500.705702
1006.544324,6189,48587.505182
1041.807595,5776,48669.661168
1014.704372,6225,48758.182079
1011.503539,6016,48844.514799
1024.45185,5981,48931.046956
1036.727694,5841,49014.483671
1022.985636,6140,49101.611025.61031.020357,6095,49905.77404
1023.351089,6165,49984.900794
1029.903627,6094,50061.532257
1033.494267,5811,50137.43798
1033.118312,5982,50212.983511
1018.247975,6147,50290.653481
1024.30629,5854,50367.678645
1024.452047,6023,50446.456405
1027.272547,5812,50521.898866
1012.802605,6031,50601.150210181030.205208,6053,51391.200566
1037.885705,5986,51466.332838
1019.23992,6123,51541.825809
1036.710155,5829,51615.924691
1014.899232,6155,51694.672701
1020.091482,6152,51775.601797
1031.866898,5996,51853.189989
1034.368562,5866,51929.806498
1030.30344,6060,52008.445371
1015.823706,6181,52089.0751021.1024.921159,5948,52862.496428
