from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
O_Sent (online only),O_Sent (online only),0,171,0.0,14.0,2.376,1.249,0.0,True,learned_prefer
A_Complete,W_Shortened completion ,0,36,0.0,15.7,2.105,1.074,0.0,True,learned_prefer
A_Complete,W_Call after offers,0,45,0.0,19.6,1.689,0.756,0.0,True,neutral
A_Complete,O_Sent (online only),0,46,0.0,20.0,1.652,0.725,0.0,True,neutral
A_Complete,O_Create Offer,0,46,0.0,20.0,1.652,0.725,0.0,True,neutral
W_Call incomplete files,W_Validate application,97,150,16.4,10.1,1.627,0.702,-0.095,True,neutral
A_Incomplete,O_Returned,0,35,0.0,22.3,1.479,0.564,0.0,True,neutral
A_Incomplete,O_Create Offer,0,36,0.0,22.9,1.438,0.524,0.0,True,neutral
A_Complete,O_Sent (mail and online),0,57,0.0,24.8,1.336,0.418,0.0,True,neutral
A_Incomplete,W_Call incomplete files,0,42,0.0,26.8,1.235,0.305,0.0,True,neutral
A_Incomplete,W_Shortened completion ,0,44,0.0,28.0,1.18,0.239,0.0,True,neutral
A_Concept,A_Accepted,0,125,0.0,30.5,1.09,0.125,0.0,True,neutral
A_Validating,O_Returned,0,86,0.0,30.9,1.073,0.102,0.0,True,neutral
W_Handle leads,W_Handle leads,0,200,0.0,31.3,1.063,0.088,0.0,True,neutral
A_Accepted,W_Shortened completion ,0,177,0.0,31.8,1.045,0.064,0.0,True,neutral
A_Accepted,O_Create Offer,0,180,0.0,32.4,1.028,0.039,0.0,True,neutral
A_Concept,W_Complete application,0,134,0.0,32.7,1.017,0.025,0.0,True,neutral
A_Validating,O_Create Offer,0,93,0.0,33.5,0.993,-0.01,0.0,True,neutral
W_Handle leads,W_Assess potential fraud,0,215,0.0,33.6,0.989,-0.016,0.0,True,neutral
W_Handle leads,W_Complete application,0,224,0.0,35.1,0.95,-0.075,0.0,True,neutral
A_Validating,W_Validate application,0,99,0.0,35.6,0.933,-0.1,0.0,True,neutral
A_Accepted,W_Complete application,0,199,0.0,35.8,0.93,-0.105,0.0,True,neutral
A_Concept,W_Shortened completion ,0,151,0.0,36.8,0.903,-0.147,0.0,True,neutral
O_Returned,W_Call incomplete files,1,281,11.1,20.5,0.768,-0.381,-0.017,True,neutral
W_Personal Loan collection,W_Personal Loan collection,0,374,0.0,49.7,0.671,-0.576,0.0,True,neutral
W_Personal Loan collection,W_Validate application,0,379,0.0,50.3,0.662,-0.595,0.0,True,neutral
W_Validate application,W_Call incomplete files,104,256,4.2,11.2,0.373,-1.424,-0.083,True,learned_avoid
A_Submitted,W_Handle leads,0,166,0.0,100.0,0.333,-1.585,0.0,True,learned_avoid
O_Create Offer,O_Created,0,2326,0.0,100.0,0.333,-1.585,0.0,True,learned_avoid
O_Returned,W_Validate application,0,268,0.0,19.6,0.268,-1.897,0.0,True,learned_avoid
O_Returned,O_Returned,0,272,0.0,19.9,0.265,-1.919,0.0,True,learned_avoid
O_Returned,O_Create Offer,0,275,0.0,20.1,0.262,-1.934,0.0,True,learned_avoid
W_Call after offers,W_Validate application,228,243,2.7,12.7,0.212,-2.24,-0.155,True,learned_avoid
W_Complete application,W_Call after offers,8,219,1.6,11.2,0.152,-2.72,-0.017,True,learned_avoid
W_Call incomplete files,O_Returned,2,148,0.3,10.0,0.042,-4.564,-0.017,True,learned_avoid
O_Sent (mail and online),W_Validate application,1,189,0.1,13.7,0.011,-6.494,-0.117,True,learned_avoid
W_Complete application,O_Sent (online only),0,189,0.0,9.6,0.01,-6.596,0.0,True,learned_avoid
W_Call incomplete files,O_Sent (mail and online),0,126,0.0,8.5,0.01,-6.654,0.0,True,learned_avoid
W_Complete application,W_Assess potential fraud,0,210,0.0,10.7,0.009,-6.747,0.0,True,learned_avoid
W_Complete application,W_Complete application,0,212,0.0,10.8,0.009,-6.761,0.0,True,learned_avoid
W_Complete application,A_Accepted,0,214,0.0,10.9,0.009,-6.774,0.0,True,learned_avoid
W_Call incomplete files,W_Call after offers,0,137,0.0,9.2,0.009,-6.775,0.0,True,learned_avoid
W_Complete application,O_Create Offer,0,224,0.0,11.4,0.009,-6.84,0.0,True,learned_avoid
W_Call incomplete files,W_Personal Loan collection,0,144,0.0,9.7,0.009,-6.846,0.0,True,learned_avoid
W_Complete application,W_Shortened completion ,0,230,0.0,11.7,0.009,-6.878,0.0,True,learned_avoid
W_Call incomplete files,O_Sent (online only),0,149,0.0,10.0,0.008,-6.896,0.0,True,learned_avoid
W_Complete application,A_Concept,0,238,0.0,12.1,0.008,-6.927,0.0,True,learned_avoid
W_Call incomplete files,A_Incomplete,0,157,0.0,10.6,0.008,-6.971,0.0,True,learned_avoid
W_Call incomplete files,W_Call incomplete files,0,158,0.0,10.6,0.008,-6.98,0.0,True,learned_avoid
W_Call incomplete files,O_Create Offer,0,161,0.0,10.8,0.008,-7.007,0.0,True,learned_avoid
W_Call after offers,O_Returned,7,265,0.1,13.8,0.006,-7.294,-0.017,True,learned_avoid
W_Assess potential fraud,W_Validate application,0,242,0.0,19.3,0.005,-7.572,0.0,True,learned_avoid
W_Assess potential fraud,W_Complete application,0,246,0.0,19.6,0.005,-7.595,0.0,True,learned_avoid
W_Assess potential fraud,W_Assess potential fraud,0,255,0.0,20.3,0.005,-7.647,0.0,True,learned_avoid
W_Assess potential fraud,W_Handle leads,0,273,0.0,21.8,0.005,-7.745,0.0,True,learned_avoid
O_Sent (mail and online),O_Sent (online only),0,156,0.0,11.3,0.004,-7.802,0.0,True,learned_avoid
O_Sent (mail and online),W_Complete application,0,156,0.0,11.3,0.004,-7.802,0.0,True,learned_avoid
O_Sent (mail and online),O_Returned,0,170,0.0,12.3,0.004,-7.926,0.0,True,learned_avoid
O_Sent (mail and online),W_Call after offers,0,173,0.0,12.6,0.004,-7.951,0.0,True,learned_avoid
O_Sent (mail and online),O_Create Offer,0,181,0.0,13.1,0.004,-8.016,0.0,True,learned_avoid
A_Create Application,A_Submitted,0,166,0.0,33.2,0.003,-8.379,0.0,True,learned_avoid
A_Create Application,A_Concept,0,172,0.0,34.4,0.003,-8.43,0.0,True,learned_avoid
W_Validate application,W_Assess potential fraud,0,221,0.0,9.7,0.002,-8.919,0.0,True,learned_avoid
W_Validate application,W_Personal Loan collection,0,236,0.0,10.4,0.002,-9.014,0.0,True,learned_avoid
W_Validate application,O_Create Offer,0,247,0.0,10.8,0.002,-9.08,0.0,True,learned_avoid
W_Validate application,O_Returned,0,255,0.0,11.2,0.002,-9.125,0.0,True,learned_avoid
W_Validate application,W_Shortened completion ,0,258,0.0,11.3,0.002,-9.142,0.0,True,learned_avoid
W_Validate application,O_Sent (online only),0,260,0.0,11.4,0.002,-9.153,0.0,True,learned_avoid
W_Validate application,A_Validating,0,279,0.0,12.2,0.002,-9.255,0.0,True,learned_avoid
W_Call after offers,O_Sent (mail and online),0,222,0.0,11.6,0.001,-10.946,0.0,True,learned_avoid
W_Call after offers,W_Shortened completion ,0,225,0.0,11.8,0.001,-10.965,0.0,True,learned_avoid
W_Call after offers,A_Complete,0,233,0.0,12.2,0.0,-11.015,0.0,True,learned_avoid
W_Call after offers,W_Assess potential fraud,0,234,0.0,12.2,0.0,-11.021,0.0,True,learned_avoid
W_Call after offers,O_Create Offer,0,246,0.0,12.9,0.0,-11.093,0.0,True,learned_avoid
