from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
enter senddate updated plan,creating cover letter decision,0,2,0.0,4.3,1.24,0.31,0.0,True,neutral
enter senddate updated plan,OLO messaging active,0,2,0.0,4.3,1.24,0.31,0.0,True,neutral
enter senddate updated plan,MER present in supplement,0,2,0.0,4.3,1.24,0.31,0.0,True,neutral
request updated plan,extend procedure term,0,5,0.0,10.6,1.234,0.303,0.0,True,neutral
send send confirmation competent authority,message change competent authority,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
article 33 applies,article 35 applies,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
stop suspended completeness subcases,treat subcases completeness,0,4,0.0,25.0,1.222,0.29,0.0,True,neutral
mesage request VVGB,subcase final VVGB completed,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
enter date decision suspension,retrieve missing data,0,1,0.0,3.7,1.222,0.29,0.0,True,neutral
decision permanently suspended,creating decision permanently suspended,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
enter date decision suspension,send decision suspension,0,1,0.0,3.7,1.222,0.29,0.0,True,neutral
decision permanently suspended,enter senddate retrieve missing data,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
decision permanently suspended,enter objection term permanent suspension,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
send send confirmation competent authority,request to competent authority,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
article 33 applies,create subcases completeness,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
article 33 applies,enter date decision suspension,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
article 33 applies,phase decision suspended,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
article 33 applies,suspend term,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
treat subcases present decision,subcases completed present decision,0,4,0.0,25.0,1.222,0.29,0.0,True,neutral
treat subcases present decision,enrich decision,0,4,0.0,25.0,1.222,0.29,0.0,True,neutral
refusal after suspension,send decision suspension,0,7,0.0,25.9,1.222,0.29,0.0,True,neutral
phase draft decision sent,enter date advice on treatment of environmental permit,0,2,0.0,7.4,1.222,0.29,0.0,True,neutral
request updated plan again,term for submitting updated plan,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
phase draft decision sent,generating decision environmental permit,0,2,0.0,7.4,1.222,0.29,0.0,True,neutral
phase draft decision sent,enter senddate draft decision,0,2,0.0,7.4,1.222,0.29,0.0,True,neutral
phase draft decision sent,phase concept draft decision ready,0,2,0.0,7.4,1.222,0.29,0.0,True,neutral
phase draft decision sent,set decision status,0,2,0.0,7.4,1.222,0.29,0.0,True,neutral
first phase affected,start phased application,0,1,0.0,20.0,1.222,0.29,0.0,True,neutral
enter date advice on treatment of environmental permit,set decision status,0,1,0.0,1.0,1.211,0.276,0.0,True,neutral
enter date advice on treatment of environmental permit,enter senddate decision environmental permit,0,1,0.0,1.0,1.211,0.276,0.0,True,neutral
enter date advice on treatment of environmental permit,completed subcases content,0,1,0.0,1.0,1.211,0.276,0.0,True,neutral
enter date advice on treatment of environmental permit,record date of decision environmental permit,0,1,0.0,1.0,1.211,0.276,0.0,True,neutral
perspective from GS or VROM received,final VVGB applications,0,6,0.0,26.1,1.205,0.269,0.0,True,neutral
investigate BAG objects,no permit needed or only notification needed,0,6,0.0,8.6,1.205,0.269,0.0,True,neutral
start date suspension competent authority,continuation term to decision,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
start date suspension competent authority,create suspension competent authority,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
enter senddate party permitted,terminate on request,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
generate letter no permit required,enter senddate letter no permit required,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
generate letter no permit required,phase activity no permit required,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
decided on draft decision environmental permit,phase concept draft decision ready,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
set phase,generating decision environmental permit,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
partly permit application,phase decision ready,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
partly permit application,phase advice known,0,3,0.0,25.0,1.19,0.252,0.0,True,neutral
enter senddate letter no permit or only notification required,create letter no permit or only notification required,0,5,0.0,26.3,1.182,0.241,0.0,True,neutral
create letter no permit or only notification required,enter senddate letter no permit or only notification required,0,5,0.0,26.3,1.182,0.241,0.0,True,neutral
term for submitting updated plan,publish,0,4,0.0,26.7,1.148,0.199,0.0,True,neutral
appeal subcase completed,create monitoring case,0,4,0.0,26.7,1.148,0.199,0.0,True,neutral
creating cover letter no permit required,applicant is stakeholder,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
creating cover letter no permit required,send letter in progress,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
contacting applicant,partly permit application,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
mutation BAG carry objects,enter date publication decision environmental permit,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
create subcases present decision,enrich decision,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
create subcases present decision,subcases completed present decision,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
send message OLO-status in progress,send letter in progress,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
register suspension by competent authority,receive additional information,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
partly permit,submit draft decision,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
contacting applicant,enter senddate party permitted,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
article 35 applies,create subcases completeness,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
send message OLO-status in progress,treat subcases content,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
determine cause for suspension article 34 WABO,phase advice known,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
determine cause for suspension article 34 WABO,assessment of content completed,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
objection subcase completed,register deadline,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
create subcases present decision,phase concept decision ready,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
send message OLO-status in progress,generating decision environmental permit,0,2,0.0,25.0,1.133,0.181,0.0,True,neutral
send decision suspension,subcase art. 33 WABO completed,0,3,0.0,7.0,1.13,0.176,0.0,True,neutral
send decision suspension,phase advice known,0,3,0.0,7.0,1.13,0.176,0.0,True,neutral
send decision suspension,creating decision suspension art. 33 WABO,0,3,0.0,7.0,1.13,0.176,0.0,True,neutral
enter senddate letter to stakeholders,forward transcript to stakeholders,0,5,0.0,27.8,1.121,0.165,0.0,True,neutral
treat objection subcase,request for preliminary injunction received,72,9,100.0,90.0,1.105,0.144,-0.092,True,neutral
OLO messaging active,phase application received,0,5,0.0,4.4,1.096,0.132,0.0,True,neutral
OLO messaging active,registration date publication,0,5,0.0,4.4,1.096,0.132,0.0,True,neutral
OLO messaging active,application submitted through OLO,0,5,0.0,4.4,1.096,0.132,0.0,True,neutral
enrich decision,treat subcases completeness,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
subcase art. 35 WABO completed,refusal after suspension,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
MER required,activities regular procedure,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
MER required,MER present,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
WAW request permanently suspended,procedure change after completeness,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
subcase art. 35 WABO completed,treat subcase suspension art. 33 WABO,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
MER required,phase application received,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
creating decision suspension 35 WABO,enter date decision suspension,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
creating decision suspension 35 WABO,subcase art. 33 WABO completed,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
WAW request permanently suspended,activities regular procedure,0,3,0.0,27.3,1.095,0.131,0.0,True,neutral
phase procedure term suspended,continuation term to decision,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,start date suspension competent authority,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,submit decision,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
enter suspension term applicant,phase procedure term suspended,3,2,75.0,66.7,1.089,0.123,-0.013,True,neutral
phase procedure term suspended,date continuation term to decision,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,procedure change after completeness,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,send confirmation suspension,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,updated plan received,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
phase procedure term suspended,set decision status,0,2,0.0,8.3,1.089,0.123,0.0,True,neutral
send confirmation receipt,enter senddate decision environmental permit,0,6,0.0,3.2,1.074,0.103,0.0,True,neutral
treat appeal subcase,appealed to higher court,0,4,0.0,28.6,1.074,0.103,0.0,True,neutral
send confirmation receipt,phase application receptive,0,6,0.0,3.2,1.074,0.103,0.0,True,neutral
entering senddate draft decision environmental permit,WAW permit aspect,0,6,0.0,6.7,1.071,0.099,0.0,True,neutral
set decision phase decision permitting decided,creating decision suspension art. 33 WABO,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,completed subcases content,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,enter senddate procedure term extension,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,decision date prior to decision,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,phase additional information received,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,stop all running subcases 2b,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,set decision status,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,register objection and appeal periods,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,register deadline,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,phase case handled,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,terminate on request,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,create monitoring case,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,continue or abort mutation BAG objects,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,phase decision taken,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
set decision phase decision permitting decided,create subcases completeness,0,3,0.0,2.0,1.063,0.088,0.0,True,neutral
detailed procedure applies,request complete,0,5,0.0,29.4,1.061,0.085,0.0,True,neutral
treat subcases reassessment plan,subcases reassessment plan completed,0,5,0.0,29.4,1.061,0.085,0.0,True,neutral
perspective from GS or VROM received,phase perspective submitted,0,7,0.0,30.4,1.044,0.063,0.0,True,neutral
perspective from GS or VROM received,perspective from GS or VROM received,0,7,0.0,30.4,1.044,0.063,0.0,True,neutral
reason for suspension found,register suspension by competent authority,0,2,0.0,7.1,1.036,0.052,0.0,True,neutral
term for supplying missing data,phase application received,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,start decision phase permanently suspended decided,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,assessment of content completed,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,registration date publication,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,phase asked additional information,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,request complete,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,terminate on request,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,enter senddate procedure resumption,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,set decision phase suspension sent,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,procedure change,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
term for supplying missing data,register number of days extension period,0,1,0.0,1.6,1.033,0.046,0.0,True,neutral
