from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
W_Assess potential fraud,W_Handle leads,0,276,0.0,21.1,1.575,0.655,0.0,True,neutral
A_Incomplete,O_Create Offer,0,34,0.0,23.1,1.425,0.511,0.0,True,neutral
A_Complete,O_Sent (mail and online),0,63,0.0,26.2,1.262,0.336,0.0,True,neutral
A_Validating,O_Returned,0,74,0.0,27.4,1.21,0.275,0.0,True,neutral
A_Concept,W_Shortened completion ,0,123,0.0,30.0,1.108,0.148,0.0,True,neutral
A_Incomplete,W_Call incomplete files,0,44,0.0,29.9,1.105,0.144,0.0,True,neutral
A_Incomplete,W_Shortened completion ,0,46,0.0,31.3,1.057,0.08,0.0,True,neutral
A_Accepted,O_Create Offer,0,194,0.0,31.6,1.053,0.075,0.0,True,neutral
A_Concept,W_Complete application,0,131,0.0,32.0,1.041,0.057,0.0,True,neutral
A_Submitted,W_Handle leads,500,163,100.0,100.0,1.0,0.0,-0.017,True,neutral
O_Create Offer,O_Created,500,2389,100.0,100.0,1.0,0.0,-0.017,True,neutral
A_Validating,O_Create Offer,0,90,0.0,33.3,0.996,-0.005,0.0,True,neutral
A_Accepted,W_Shortened completion ,0,207,0.0,33.7,0.987,-0.019,0.0,True,neutral
A_Accepted,W_Complete application,0,213,0.0,34.7,0.959,-0.06,0.0,True,neutral
A_Concept,A_Accepted,0,156,0.0,38.0,0.874,-0.194,0.0,True,neutral
A_Validating,W_Validate application,0,106,0.0,39.3,0.847,-0.24,0.0,True,neutral
W_Personal Loan collection,W_Validate application,0,379,0.0,47.0,0.709,-0.496,0.0,True,neutral
W_Personal Loan collection,W_Personal Loan collection,0,428,0.0,53.0,0.628,-0.671,0.0,True,neutral
W_Call incomplete files,O_Sent (mail and online),0,141,0.0,9.2,0.472,-1.083,0.0,True,learned_avoid
W_Call incomplete files,W_Personal Loan collection,0,141,0.0,9.2,0.472,-1.083,0.0,True,learned_avoid
W_Call incomplete files,A_Incomplete,0,147,0.0,9.6,0.453,-1.143,0.0,True,learned_avoid
W_Call incomplete files,O_Sent (online only),0,155,0.0,10.1,0.43,-1.219,0.0,True,learned_avoid
W_Call incomplete files,O_Returned,0,157,0.0,10.2,0.424,-1.237,0.0,True,learned_avoid
W_Call incomplete files,W_Assess potential fraud,0,158,0.0,10.3,0.421,-1.246,0.0,True,learned_avoid
W_Call incomplete files,W_Call after offers,0,159,0.0,10.4,0.419,-1.256,0.0,True,learned_avoid
W_Call incomplete files,W_Call incomplete files,0,166,0.0,10.8,0.401,-1.318,0.0,True,learned_avoid
W_Call incomplete files,O_Create Offer,0,168,0.0,10.9,0.396,-1.335,0.0,True,learned_avoid
O_Created,W_Call incomplete files,11,318,2.2,13.5,0.169,-2.561,-0.017,True,learned_avoid
W_Complete application,W_Assess potential fraud,0,216,0.0,10.5,0.009,-6.723,0.0,True,learned_avoid
W_Complete application,W_Call after offers,0,219,0.0,10.7,0.009,-6.743,0.0,True,learned_avoid
W_Complete application,O_Sent (online only),0,220,0.0,10.7,0.009,-6.749,0.0,True,learned_avoid
W_Complete application,O_Sent (mail and online),0,223,0.0,10.9,0.009,-6.769,0.0,True,learned_avoid
W_Complete application,W_Complete application,0,225,0.0,11.0,0.009,-6.782,0.0,True,learned_avoid
W_Complete application,O_Create Offer,0,226,0.0,11.0,0.009,-6.788,0.0,True,learned_avoid
O_Sent (mail and online),O_Returned,0,171,0.0,11.6,0.009,-6.835,0.0,True,learned_avoid
W_Shortened completion ,W_Call incomplete files,0,185,0.0,11.5,0.009,-6.845,0.0,True,learned_avoid
O_Created,W_Call after offers,0,273,0.0,11.6,0.009,-6.864,0.0,True,learned_avoid
O_Sent (mail and online),O_Sent (online only),0,176,0.0,12.0,0.009,-6.877,0.0,True,learned_avoid
W_Complete application,A_Concept,0,242,0.0,11.8,0.008,-6.887,0.0,True,learned_avoid
O_Created,W_Shortened completion ,0,283,0.0,12.0,0.008,-6.916,0.0,True,learned_avoid
W_Complete application,A_Accepted,0,248,0.0,12.1,0.008,-6.922,0.0,True,learned_avoid
O_Created,W_Complete application,0,288,0.0,12.3,0.008,-6.942,0.0,True,learned_avoid
W_Shortened completion ,W_Validate application,0,198,0.0,12.3,0.008,-6.942,0.0,True,learned_avoid
W_Shortened completion ,W_Complete application,0,198,0.0,12.3,0.008,-6.942,0.0,True,learned_avoid
O_Sent (mail and online),O_Create Offer,0,185,0.0,12.6,0.008,-6.948,0.0,True,learned_avoid
O_Sent (mail and online),W_Complete application,0,185,0.0,12.6,0.008,-6.948,0.0,True,learned_avoid
O_Sent (mail and online),W_Call incomplete files,0,187,0.0,12.7,0.008,-6.964,0.0,True,learned_avoid
O_Created,O_Create Offer,0,293,0.0,12.5,0.008,-6.966,0.0,True,learned_avoid
O_Sent (mail and online),W_Call after offers,0,189,0.0,12.9,0.008,-6.979,0.0,True,learned_avoid
W_Shortened completion ,O_Sent (mail and online),0,205,0.0,12.7,0.008,-6.992,0.0,True,learned_avoid
W_Shortened completion ,W_Shortened completion ,0,205,0.0,12.7,0.008,-6.992,0.0,True,learned_avoid
O_Sent (mail and online),O_Sent (mail and online),0,194,0.0,13.2,0.008,-7.017,0.0,True,learned_avoid
W_Shortened completion ,A_Accepted,0,210,0.0,13.0,0.008,-7.027,0.0,True,learned_avoid
O_Created,O_Sent (online only),0,306,0.0,13.0,0.008,-7.029,0.0,True,learned_avoid
O_Created,W_Validate application,0,307,0.0,13.1,0.008,-7.034,0.0,True,learned_avoid
W_Shortened completion ,W_Call after offers,0,221,0.0,13.7,0.007,-7.101,0.0,True,learned_avoid
W_Handle leads,W_Handle leads,0,215,0.0,32.9,0.003,-8.365,0.0,True,learned_avoid
W_Handle leads,W_Assess potential fraud,0,216,0.0,33.0,0.003,-8.371,0.0,True,learned_avoid
A_Create Application,A_Concept,0,168,0.0,33.6,0.003,-8.397,0.0,True,learned_avoid
A_Create Application,W_Complete application,0,169,0.0,33.8,0.003,-8.405,0.0,True,learned_avoid
W_Validate application,W_Assess potential fraud,0,232,0.0,9.9,0.001,-10.527,0.0,True,learned_avoid
W_Validate application,W_Personal Loan collection,0,239,0.0,10.2,0.001,-10.57,0.0,True,learned_avoid
W_Validate application,W_Call incomplete files,0,261,0.0,11.1,0.001,-10.696,0.0,True,learned_avoid
W_Validate application,O_Returned,0,261,0.0,11.1,0.001,-10.696,0.0,True,learned_avoid
W_Validate application,W_Shortened completion ,0,263,0.0,11.2,0.001,-10.707,0.0,True,learned_avoid
W_Validate application,O_Sent (online only),0,269,0.0,11.5,0.001,-10.74,0.0,True,learned_avoid
W_Validate application,O_Create Offer,0,269,0.0,11.5,0.001,-10.74,0.0,True,learned_avoid
W_Validate application,A_Validating,0,272,0.0,11.6,0.001,-10.756,0.0,True,learned_avoid
