from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
enter senddate decision suspension,creating environmental permit decision,1,0,100.0,0.0,91.0,6.508,-0.013,True,learned_prefer
close case,creating environmental permit decision,317,0,55.3,0.0,89.133,6.478,-0.036,True,learned_prefer
set decision status,start decision phase permanently suspended decided,22,2,88.0,0.8,88.059,6.46,-0.013,True,learned_prefer
create monitoring case,enter date publication decision environmental permit,13,0,100.0,0.0,83.0,6.375,-0.029,True,learned_prefer
phase advice known,generating decision environmental permit,4,0,16.0,0.0,79.235,6.308,-0.013,True,learned_prefer
close case,request to competent authority,246,0,42.9,0.0,69.201,6.113,-0.068,True,learned_prefer
phase archived case,enter senddate decision,16,0,36.4,0.0,65.629,6.036,-0.013,True,learned_prefer
send confirmation receipt,close case,277,2,90.8,1.1,65.219,6.027,-0.078,True,learned_prefer
create procedure confirmation,create draft environtmental permit,16,1,100.0,1.0,65.0,6.022,-0.013,True,learned_prefer
read publication date field,register date environmental permit decision,21,1,100.0,1.1,62.333,5.962,-0.093,True,learned_prefer
create cover letter extend procedure term,create subcases completeness,64,0,100.0,0.0,61.0,5.931,-0.013,True,learned_prefer
objection lodged against decision,reception through OLO,7,0,87.5,0.0,60.882,5.928,-0.122,True,learned_prefer
enter date publication decision environmental permit,record date of decision environmental permit,12,1,100.0,1.1,60.333,5.915,-0.026,True,learned_prefer
enrich draft decision,enter date advice on treatment of environmental permit,32,0,66.7,0.0,58.299,5.865,-0.108,True,learned_prefer
publish,start phased application,17,1,100.0,1.2,54.333,5.764,-0.096,True,learned_prefer
investigate BAG objects,set decision status,2,1,100.0,1.3,52.333,5.71,-0.013,True,learned_prefer
enter senddate decision environmental permit,phase case handled,1,3,100.0,1.6,52.143,5.704,-0.322,True,learned_prefer
coordination of application,decision date prior to decision,4,0,100.0,0.0,51.0,5.672,-0.013,True,learned_prefer
phase advice known,transcript decision environmental permit to stakeholders,19,3,76.0,1.3,49.05,5.616,-0.027,True,learned_prefer
treat subcases completeness,phase concept draft decision ready,16,1,38.1,0.5,49.047,5.616,-0.144,True,learned_prefer
treat subcases content,phase application received,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,request further information,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,subcases completeness completed,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,updated plan received,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter senddate acknowledgement,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,no permit needed or only notification needed,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,message request advice,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter date decision procedure term extension,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,copy decision to extend procedure to stakeholders,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter publication date draft decision,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,read publication date field,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,WAW permit aspect,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,send design decision to stakeholders,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,create draft environtmental permit,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter date draft decisionenvironmental permit,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,suspension ground applicable,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,procedure change after completeness,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,create cover letter extend procedure term,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter senddate decision,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,grounds for refusal,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter senddate decision suspension,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,phase procedure extended,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,generating decision environmental permit,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,phase decision suspended,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,phase decision sent,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,phase further information requested,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,phase draft decision ready,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,creating decision suspension art. 33 WABO,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,decision date prior to decision,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,set decision phase: suspension cancelled,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,treat subcases present decision,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
treat subcases content,enter date advice on treatment of environmental permit,0,1,0.0,0.5,48.778,5.608,0.0,True,learned_prefer
register submission date request,close case,279,7,100.0,1.9,48.333,5.595,-0.013,True,learned_prefer
registrer date of publishing received request,reception through OLO,2,2,100.0,1.7,47.8,5.579,-0.159,True,learned_prefer
create letter requesting missing data,send confirmation receipt,15,0,93.8,0.0,46.03,5.525,-0.103,True,learned_prefer
objection to permanent suspension received,cancel BAG objects research,9,0,100.0,0.0,41.0,5.358,-0.077,True,learned_prefer
phase decision sent,send design decision to stakeholders,90,2,84.9,1.7,40.959,5.356,-0.061,True,learned_prefer
continuation term to decision,enter senddate continuation,279,0,86.6,0.0,40.733,5.348,-0.015,True,learned_prefer
enter senddate decision environmental permit,resume completeness subcases,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,contested decision affected,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,enter senddate continuation,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,inform BAG administrator,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,forward to the competent authority,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,no permit needed or only notification needed,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,generate draft decision environmental permit,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,enter senddate draft decision,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,detailed procedure applies,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,phase application received,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,register deadline,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,set decision phase: draft decision for inspection,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,send design decision to stakeholders,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,enter date draft decisionenvironmental permit,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,enter senddate decision environmental permit,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,send confirmation receipt,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,treat subcases content,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,phase concept draft decision ready,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,phase archived case,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,set phase decision revoked,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,phase concept decision ready,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,start decision phase decision permitting sent,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,record date of decision environmental permit,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,receive additional information,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,register date environmental permit decision,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
enter senddate decision environmental permit,procedure change,0,1,0.0,0.5,40.556,5.342,0.0,True,learned_prefer
register date environmental permit decision,register receipt updated plan,20,3,100.0,2.2,38.714,5.275,-0.093,True,learned_prefer
phase decision ready,phase updated plan received,82,3,84.5,1.9,38.56,5.269,-0.016,True,learned_prefer
phase archived case,set decision phase unlicensed irrevocable,28,1,63.6,1.1,37.787,5.24,-0.013,True,learned_prefer
procedure change,cancel case,43,2,52.4,1.1,37.436,5.226,-0.013,True,learned_prefer
send design decision to stakeholders,start WABOprocedure,91,2,100.0,2.2,37.4,5.225,-0.054,True,learned_prefer
completed subcases content,terminate on request,82,5,100.0,2.5,37.182,5.217,-0.041,True,learned_prefer
no permit needed or only notification needed,register deadline,28,3,100.0,2.4,36.429,5.187,-0.013,True,learned_prefer
registration date publication,register number of days extension period,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase application receptive,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,start decision phase extension granted,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,receive additional information,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,received OLO documents,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase permanently suspended,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase procedure term suspended,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,start decision phase decision permitting sent,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,generate publication document decision environmental permit,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase decision sent,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,regular procedure without MER,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,request further information,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,objection lodged against decision,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,extend procedure term,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,register deadline,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,stop all running subcases 2b,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,suspend term,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,send confirmation receipt,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,send procedure confirmation,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,objection to permanent suspension received,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase advice known,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,process received advice,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,publication date draft decision,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,publish,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,create monitoring case,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,completed subcases content,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,creating environmental permit decision,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,cancel case,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,generating decision environmental permit,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,applicant is stakeholder,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,assessment of content completed,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,resume completeness subcases,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,enter receipt of additional data,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,enter date termination request received,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,retrieve missing data,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,enter date decision procedure term extension,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,enter senddate letter no permit or only notification required,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,enter senddate retrieve missing data,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase case handled,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
registration date publication,phase asked additional information,0,1,0.0,0.6,35.889,5.165,0.0,True,learned_prefer
generate draft decision environmental permit,set decision status,23,2,100.0,2.2,35.8,5.162,-0.013,True,learned_prefer
enter senddate decision,create procedure confirmation,16,2,100.0,2.2,35.8,5.162,-0.013,True,learned_prefer
send letter in progress,request complete,4,2,100.0,2.3,35.0,5.129,-0.082,True,learned_prefer
enter senddate retrieve missing data,create letter requesting missing data,1,2,100.0,2.3,35.0,5.129,-0.013,True,learned_prefer
phase concept draft decision ready,send procedure confirmation,16,2,100.0,2.3,34.6,5.113,-0.134,True,learned_prefer
register deadline,phase case handled,79,4,97.5,2.5,34.358,5.103,-0.022,True,learned_prefer
phase procedure extended,treat subcases completeness,16,1,100.0,2.0,33.0,5.044,-0.156,True,learned_prefer
create draft environtmental permit,enter date advice on treatment of environmental permit,16,2,94.1,2.3,32.623,5.028,-0.013,True,learned_prefer
start WABOprocedure,completed subcases content,82,4,88.2,2.4,32.255,5.011,-0.047,True,learned_prefer
inform BAG administrator,resume completeness subcases,82,3,100.0,2.7,31.857,4.994,-0.031,True,learned_prefer
start decision phase decision permitting sent,phase draft decision ready,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,received OLO documents,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,retrieve missing data,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,creating environmental permit decision,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,enter senddate decision,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,appeal logded,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,set decision phase: draft decision permitted sent,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,transcript decision environmental permit to stakeholders,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,set decision status,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,submit decision,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,subcase art. 33 WABO completed,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,objection lodged against decision,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,create draft environtmental permit,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,phase decision ready,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,assessment of content completed,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,objections and preliminary injunction in system,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
start decision phase decision permitting sent,send letter in progress,0,1,0.0,0.7,31.444,4.975,0.0,True,learned_prefer
create decision procedure term extension,enter senddate procedure term extension,5,1,71.4,1.6,31.044,4.956,-0.013,True,learned_prefer
enter senddate acknowledgement,calculate final charges,1,0,8.3,0.0,30.84,4.947,-0.013,True,learned_prefer
regular procedure without MER,registrer date of publishing received request,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,inform BAG administrator,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,first or second phase,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,procedure change,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,phase asked additional information,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,publish,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
regular procedure without MER,investigate BAG objects,0,1,0.0,0.8,29.444,4.88,0.0,True,learned_prefer
treat subcases content,subcase final VVGB completed,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,applicant is stakeholder,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,date draft decision for inspection,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,phase concept draft decision ready,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,set decision phase: draft decision permitted sent,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,phase archived case,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,enter senddate draft decision,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,investigate BAG objects,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,phase concept decision ready,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,enter senddate decision environmental permit,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,phase procedure prematurely terminated,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,send procedure confirmation,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,register number of days extension period,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,phase updated plan requested,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,register date environmental permit decision,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,set decision phase decision permitting decided,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,enter senddate procedure confirmation,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,enter date publication decision environmental permit,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,create decision procedure term extension,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,assessment of content completed,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,enter receipt of additional data,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,registrer date of publishing received request,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,resume completeness subcases,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,send decision suspension,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,set decision status,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
treat subcases content,publish official draft decision,0,2,0.0,0.9,29.267,4.871,0.0,True,learned_prefer
forward to the competent authority,phase decision ready,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,enter senddate decision,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,enter receipt of additional data,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,register deadline,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,OLO messaging active,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,ask stakeholders views,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,send confirmation receipt,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,create subcases completeness,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,phase decision taken,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,read field phased application,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,registration date publication,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,inform BAG administrator,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,start WABOprocedure,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,calculate provisional charges,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,request complete,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,generating decision environmental permit,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,enter senddate decision environmental permit,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,set decision status,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,first or second phase,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,phase application receptive,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
forward to the competent authority,decision date prior to decision,0,1,0.0,0.8,29.222,4.869,0.0,True,learned_prefer
transcript decision environmental permit to stakeholders,send confirmation receipt,11,2,52.4,1.5,28.991,4.858,-0.089,True,learned_prefer
create subcases completeness,procedure change,62,4,96.9,3.0,28.747,4.845,-0.013,True,learned_prefer
enter date advice on treatment of environmental permit,enrich draft decision,48,2,81.4,2.4,27.877,4.801,-0.122,True,learned_prefer
enter senddate procedure term extension,start date suspension competent authority,5,1,100.0,2.4,27.667,4.79,-0.013,True,learned_prefer
phase additional information received,phase procedure extended,16,1,37.2,0.9,27.437,4.778,-0.169,True,learned_prefer
article 34  WABO applies,send letter in progress,4,2,100.0,2.9,27.4,4.776,-0.088,True,learned_prefer
terminate on request,inform BAG administrator,82,4,74.5,2.5,27.127,4.762,-0.036,True,learned_prefer
enter senddate decision permanent suspension,phase permanently suspended,7,0,28.0,0.0,26.765,4.742,-0.013,True,learned_prefer
applicant is stakeholder,enter senddate procedure confirmation,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,MER present in supplement,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,enter date advice on treatment of environmental permit,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,extend procedure term,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,perspective regarding draft founded,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,no permit needed or only notification needed,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,phase application received,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,dismiss under mandate,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
applicant is stakeholder,enter senddate retrieve missing data,0,1,0.0,0.8,26.556,4.731,0.0,True,learned_prefer
transcript decision environmental permit to stakeholders,phase procedure term resumed,10,2,47.6,1.5,26.47,4.726,-0.013,True,learned_prefer
retrieve missing data,request complete,2,3,66.7,2.3,26.429,4.724,-0.084,True,learned_prefer
phase decision taken,completed subcases content,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,calculate final charges,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,creating cover letter decision,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,create publication document,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,treat subcase suspension art. 33 WABO,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,date draft decision for inspection,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,enter date draft decisionenvironmental permit,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,enter senddate decision,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,registration date publication,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,enter senddate decision suspension,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,subcases completeness completed,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
phase decision taken,start decision phase decision permitting sent,0,1,0.0,0.9,25.889,4.694,0.0,True,learned_prefer
